uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,5
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",F,1
PI,PNEUMONIA,DOMICILIO,"20 - 29",M,1
PI,PNEUMONIA,HOSPITAL,"20 - 29",F,9
PI,PNEUMONIA,HOSPITAL,"20 - 29",M,16
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PI,SEPTICEMIA,DOMICILIO,"20 - 29",M,1
PI,SEPTICEMIA,HOSPITAL,"20 - 29",F,18
PI,SEPTICEMIA,HOSPITAL,"20 - 29",M,15
PI,SRAG,HOSPITAL,"20 - 29",M,2
PI,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,OUTRAS,DOMICILIO,"20 - 29",F,41
PR,OUTRAS,DOMICILIO,"20 - 29",M,121
PR,OUTRAS,HOSPITAL,"20 - 29",F,111
PR,OUTRAS,HOSPITAL,"20 - 29",M,269
PR,OUTRAS,IGNORADO,"20 - 29",M,1
PR,OUTRAS,OUTRO,"20 - 29",F,12
PR,OUTRAS,OUTRO,"20 - 29",M,151
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,14
PR,OUTRAS,POSTO_SAUDE,"20 - 29",M,1
PR,OUTRAS,VIA_PUBLICA,"20 - 29",F,30
PR,OUTRAS,VIA_PUBLICA,"20 - 29",M,234
PR,COVID,DOMICILIO,"20 - 29",F,1
PR,COVID,DOMICILIO,"20 - 29",M,2
PR,COVID,HOSPITAL,"20 - 29",F,40
PR,COVID,HOSPITAL,"20 - 29",M,46
PR,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
PR,INDETERMINADA,DOMICILIO,"20 - 29",F,2
PR,INDETERMINADA,HOSPITAL,"20 - 29",M,1
PR,INDETERMINADA,OUTRO,"20 - 29",M,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
PR,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,3
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,16
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,15
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",F,1
PR,PNEUMONIA,DOMICILIO,"20 - 29",M,3
PR,PNEUMONIA,HOSPITAL,"20 - 29",F,34
PR,PNEUMONIA,HOSPITAL,"20 - 29",M,56
PR,PNEUMONIA,OUTRO,"20 - 29",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
PR,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
PR,SEPTICEMIA,HOSPITAL,"20 - 29",F,31
PR,SEPTICEMIA,HOSPITAL,"20 - 29",M,57
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
PR,SRAG,HOSPITAL,"20 - 29",F,5
PR,SRAG,HOSPITAL,"20 - 29",M,4
RJ,OUTRAS,DOMICILIO,"20 - 29",F,47
RJ,OUTRAS,DOMICILIO,"20 - 29",M,128
RJ,OUTRAS,HOSPITAL,"20 - 29",F,295
RJ,OUTRAS,HOSPITAL,"20 - 29",M,717
RJ,OUTRAS,IGNORADO,"20 - 29",F,3
RJ,OUTRAS,IGNORADO,"20 - 29",M,4
RJ,OUTRAS,OUTRO,"20 - 29",F,27
RJ,OUTRAS,OUTRO,"20 - 29",M,129
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,91
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,176
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",F,14
RJ,OUTRAS,VIA_PUBLICA,"20 - 29",M,164
RJ,COVID,DOMICILIO,"20 - 29",F,1
RJ,COVID,DOMICILIO,"20 - 29",M,2
RJ,COVID,HOSPITAL,"20 - 29",F,88
RJ,COVID,HOSPITAL,"20 - 29",M,87
RJ,COVID,IGNORADO,"20 - 29",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
RJ,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,13
RJ,INDETERMINADA,DOMICILIO,"20 - 29",F,3
RJ,INDETERMINADA,DOMICILIO,"20 - 29",M,4
RJ,INDETERMINADA,HOSPITAL,"20 - 29",F,6
RJ,INDETERMINADA,HOSPITAL,"20 - 29",M,9
RJ,INDETERMINADA,OUTRO,"20 - 29",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,3
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,9
RJ,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,10
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,43
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,50
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,15
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,22
RJ,PNEUMONIA,DOMICILIO,"20 - 29",M,2
RJ,PNEUMONIA,HOSPITAL,"20 - 29",F,101
RJ,PNEUMONIA,HOSPITAL,"20 - 29",M,146
RJ,PNEUMONIA,OUTRO,"20 - 29",F,1
RJ,PNEUMONIA,OUTRO,"20 - 29",M,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,20
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,16
RJ,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,1
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",F,1
RJ,SEPTICEMIA,DOMICILIO,"20 - 29",M,2
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",F,114
RJ,SEPTICEMIA,HOSPITAL,"20 - 29",M,109
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,22
RJ,SRAG,HOSPITAL,"20 - 29",F,6
RJ,SRAG,HOSPITAL,"20 - 29",M,11
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,DOMICILIO,"20 - 29",F,10
RN,OUTRAS,DOMICILIO,"20 - 29",M,30
RN,OUTRAS,HOSPITAL,"20 - 29",F,24
RN,OUTRAS,HOSPITAL,"20 - 29",M,55
RN,OUTRAS,IGNORADO,"20 - 29",F,1
RN,OUTRAS,IGNORADO,"20 - 29",M,2
RN,OUTRAS,OUTRO,"20 - 29",F,4
RN,OUTRAS,OUTRO,"20 - 29",M,11
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
RN,OUTRAS,VIA_PUBLICA,"20 - 29",F,1
RN,OUTRAS,VIA_PUBLICA,"20 - 29",M,65
RN,COVID,HOSPITAL,"20 - 29",F,12
RN,COVID,HOSPITAL,"20 - 29",M,16
RN,INDETERMINADA,DOMICILIO,"20 - 29",M,1
RN,INDETERMINADA,HOSPITAL,"20 - 29",M,1
RN,INDETERMINADA,OUTRO,"20 - 29",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,4
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,3
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
RN,PNEUMONIA,DOMICILIO,"20 - 29",F,1
RN,PNEUMONIA,HOSPITAL,"20 - 29",F,10
RN,PNEUMONIA,HOSPITAL,"20 - 29",M,15
RN,SEPTICEMIA,HOSPITAL,"20 - 29",F,14
RN,SEPTICEMIA,HOSPITAL,"20 - 29",M,17
RN,SRAG,HOSPITAL,"20 - 29",F,2
RN,SRAG,HOSPITAL,"20 - 29",M,3
RO,OUTRAS,DOMICILIO,"20 - 29",F,7
RO,OUTRAS,DOMICILIO,"20 - 29",M,30
RO,OUTRAS,HOSPITAL,"20 - 29",F,16
RO,OUTRAS,HOSPITAL,"20 - 29",M,36
RO,OUTRAS,OUTRO,"20 - 29",F,2
RO,OUTRAS,OUTRO,"20 - 29",M,14
RO,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
RO,OUTRAS,VIA_PUBLICA,"20 - 29",M,31
RO,COVID,DOMICILIO,"20 - 29",M,1
RO,COVID,HOSPITAL,"20 - 29",F,7
RO,COVID,HOSPITAL,"20 - 29",M,11
RO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,5
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,2
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,3
RO,PNEUMONIA,HOSPITAL,"20 - 29",F,7
RO,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RO,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
RO,SEPTICEMIA,HOSPITAL,"20 - 29",M,9
RR,OUTRAS,DOMICILIO,"20 - 29",F,2
RR,OUTRAS,DOMICILIO,"20 - 29",M,7
RR,OUTRAS,HOSPITAL,"20 - 29",F,8
RR,OUTRAS,HOSPITAL,"20 - 29",M,35
RR,OUTRAS,IGNORADO,"20 - 29",M,1
RR,OUTRAS,OUTRO,"20 - 29",F,3
RR,OUTRAS,OUTRO,"20 - 29",M,16
RR,OUTRAS,VIA_PUBLICA,"20 - 29",M,8
RR,COVID,HOSPITAL,"20 - 29",F,6
RR,COVID,HOSPITAL,"20 - 29",M,5
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,2
RR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",F,1
RR,PNEUMONIA,HOSPITAL,"20 - 29",M,5
RR,SEPTICEMIA,HOSPITAL,"20 - 29",F,5
RR,SEPTICEMIA,HOSPITAL,"20 - 29",M,8
RS,OUTRAS,DOMICILIO,"20 - 29",F,22
RS,OUTRAS,DOMICILIO,"20 - 29",M,55
RS,OUTRAS,HOSPITAL,"20 - 29",F,112
RS,OUTRAS,HOSPITAL,"20 - 29",M,115
RS,OUTRAS,IGNORADO,"20 - 29",F,2
RS,OUTRAS,IGNORADO,"20 - 29",M,10
RS,OUTRAS,OUTRO,"20 - 29",F,6
RS,OUTRAS,OUTRO,"20 - 29",M,22
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,5
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,12
RS,OUTRAS,VIA_PUBLICA,"20 - 29",F,7
RS,OUTRAS,VIA_PUBLICA,"20 - 29",M,23
RS,COVID,DOMICILIO,"20 - 29",M,2
RS,COVID,HOSPITAL,"20 - 29",F,22
RS,COVID,HOSPITAL,"20 - 29",M,33
RS,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
RS,INDETERMINADA,DOMICILIO,"20 - 29",M,1
RS,INDETERMINADA,HOSPITAL,"20 - 29",M,2
RS,INDETERMINADA,OUTRO,"20 - 29",M,2
RS,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,19
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,24
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,1
RS,PNEUMONIA,DOMICILIO,"20 - 29",F,2
RS,PNEUMONIA,DOMICILIO,"20 - 29",M,1
RS,PNEUMONIA,HOSPITAL,"20 - 29",F,41
RS,PNEUMONIA,HOSPITAL,"20 - 29",M,61
RS,PNEUMONIA,IGNORADO,"20 - 29",F,3
RS,PNEUMONIA,IGNORADO,"20 - 29",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
RS,SEPTICEMIA,HOSPITAL,"20 - 29",F,47
RS,SEPTICEMIA,HOSPITAL,"20 - 29",M,56
RS,SEPTICEMIA,IGNORADO,"20 - 29",F,2
RS,SEPTICEMIA,IGNORADO,"20 - 29",M,1
RS,SRAG,HOSPITAL,"20 - 29",F,4
RS,SRAG,HOSPITAL,"20 - 29",M,7
RS,SRAG,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,OUTRAS,DOMICILIO,"20 - 29",F,17
SC,OUTRAS,DOMICILIO,"20 - 29",M,33
SC,OUTRAS,HOSPITAL,"20 - 29",F,78
SC,OUTRAS,HOSPITAL,"20 - 29",M,112
SC,OUTRAS,IGNORADO,"20 - 29",M,1
SC,OUTRAS,OUTRO,"20 - 29",F,1
SC,OUTRAS,OUTRO,"20 - 29",M,20
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SC,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
SC,OUTRAS,VIA_PUBLICA,"20 - 29",M,31
SC,COVID,HOSPITAL,"20 - 29",F,26
SC,COVID,HOSPITAL,"20 - 29",M,12
SC,INDETERMINADA,DOMICILIO,"20 - 29",F,2
SC,INDETERMINADA,DOMICILIO,"20 - 29",M,2
SC,INDETERMINADA,OUTRO,"20 - 29",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,9
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,12
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SC,PNEUMONIA,DOMICILIO,"20 - 29",F,2
SC,PNEUMONIA,DOMICILIO,"20 - 29",M,1
SC,PNEUMONIA,HOSPITAL,"20 - 29",F,15
SC,PNEUMONIA,HOSPITAL,"20 - 29",M,20
SC,PNEUMONIA,OUTRO,"20 - 29",F,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SC,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SC,SEPTICEMIA,HOSPITAL,"20 - 29",F,23
SC,SEPTICEMIA,HOSPITAL,"20 - 29",M,23
SC,SRAG,HOSPITAL,"20 - 29",M,2
SE,OUTRAS,AMBULANCIA,"20 - 29",M,1
SE,OUTRAS,DOMICILIO,"20 - 29",F,4
SE,OUTRAS,DOMICILIO,"20 - 29",M,8
SE,OUTRAS,HOSPITAL,"20 - 29",F,24
SE,OUTRAS,HOSPITAL,"20 - 29",M,50
SE,OUTRAS,IGNORADO,"20 - 29",M,2
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,10
SE,OUTRAS,VIA_PUBLICA,"20 - 29",F,3
SE,OUTRAS,VIA_PUBLICA,"20 - 29",M,18
SE,COVID,HOSPITAL,"20 - 29",F,11
SE,COVID,HOSPITAL,"20 - 29",M,13
SE,COVID,IGNORADO,"20 - 29",F,1
SE,COVID,IGNORADO,"20 - 29",M,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,2
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
SE,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,6
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,7
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
SE,PNEUMONIA,DOMICILIO,"20 - 29",M,1
SE,PNEUMONIA,HOSPITAL,"20 - 29",F,5
SE,PNEUMONIA,HOSPITAL,"20 - 29",M,13
SE,SEPTICEMIA,HOSPITAL,"20 - 29",F,10
SE,SEPTICEMIA,HOSPITAL,"20 - 29",M,7
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SE,SRAG,HOSPITAL,"20 - 29",F,2
SE,SRAG,HOSPITAL,"20 - 29",M,2
SP,OUTRAS,AMBULANCIA,"20 - 29",F,1
SP,OUTRAS,DOMICILIO,"20 - 29",F,168
SP,OUTRAS,DOMICILIO,"20 - 29",M,524
SP,OUTRAS,HOSPITAL,"20 - 29",F,600
SP,OUTRAS,HOSPITAL,"20 - 29",M,1484
SP,OUTRAS,IGNORADO,"20 - 29",F,3
SP,OUTRAS,IGNORADO,"20 - 29",M,17
SP,OUTRAS,OUTRO,"20 - 29",F,55
SP,OUTRAS,OUTRO,"20 - 29",M,261
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,51
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,147
SP,OUTRAS,POSTO_SAUDE,"20 - 29",F,4
SP,OUTRAS,POSTO_SAUDE,"20 - 29",M,9
SP,OUTRAS,VIA_PUBLICA,"20 - 29",F,83
SP,OUTRAS,VIA_PUBLICA,"20 - 29",M,650
SP,COVID,DOMICILIO,"20 - 29",F,1
SP,COVID,DOMICILIO,"20 - 29",M,1
SP,COVID,HOSPITAL,"20 - 29",F,149
SP,COVID,HOSPITAL,"20 - 29",M,173
SP,COVID,IGNORADO,"20 - 29",F,2
SP,COVID,OUTRO,"20 - 29",F,1
SP,COVID,OUTRO,"20 - 29",M,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,4
SP,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SP,COVID,POSTO_SAUDE,"20 - 29",F,1
SP,INDETERMINADA,DOMICILIO,"20 - 29",F,10
SP,INDETERMINADA,DOMICILIO,"20 - 29",M,16
SP,INDETERMINADA,HOSPITAL,"20 - 29",F,15
SP,INDETERMINADA,HOSPITAL,"20 - 29",M,26
SP,INDETERMINADA,OUTRO,"20 - 29",F,3
SP,INDETERMINADA,OUTRO,"20 - 29",M,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,15
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",F,1
SP,INDETERMINADA,VIA_PUBLICA,"20 - 29",M,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",F,11
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,31
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,116
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,130
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"20 - 29",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",F,6
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"20 - 29",M,7
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,16
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"20 - 29",M,2
SP,PNEUMONIA,DOMICILIO,"20 - 29",F,9
SP,PNEUMONIA,DOMICILIO,"20 - 29",M,9
SP,PNEUMONIA,HOSPITAL,"20 - 29",F,189
SP,PNEUMONIA,HOSPITAL,"20 - 29",I,1
SP,PNEUMONIA,HOSPITAL,"20 - 29",M,297
SP,PNEUMONIA,OUTRO,"20 - 29",F,2
SP,PNEUMONIA,OUTRO,"20 - 29",M,2
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,8
SP,PNEUMONIA,POSTO_SAUDE,"20 - 29",M,1
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",F,2
SP,PNEUMONIA,VIA_PUBLICA,"20 - 29",M,2
SP,SEPTICEMIA,DOMICILIO,"20 - 29",F,2
SP,SEPTICEMIA,DOMICILIO,"20 - 29",M,6
SP,SEPTICEMIA,HOSPITAL,"20 - 29",F,194
SP,SEPTICEMIA,HOSPITAL,"20 - 29",M,231
SP,SEPTICEMIA,IGNORADO,"20 - 29",M,1
SP,SEPTICEMIA,OUTRO,"20 - 29",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"20 - 29",M,4
SP,SRAG,DOMICILIO,"20 - 29",M,1
SP,SRAG,HOSPITAL,"20 - 29",F,9
SP,SRAG,HOSPITAL,"20 - 29",M,15
SP,SRAG,OUTRO,"20 - 29",F,2
TO,OUTRAS,DOMICILIO,"20 - 29",F,6
TO,OUTRAS,DOMICILIO,"20 - 29",M,11
TO,OUTRAS,HOSPITAL,"20 - 29",F,12
TO,OUTRAS,HOSPITAL,"20 - 29",M,29
TO,OUTRAS,IGNORADO,"20 - 29",M,1
TO,OUTRAS,OUTRO,"20 - 29",M,11
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"20 - 29",M,1
TO,OUTRAS,VIA_PUBLICA,"20 - 29",F,2
TO,OUTRAS,VIA_PUBLICA,"20 - 29",M,17
TO,COVID,DOMICILIO,"20 - 29",F,1
TO,COVID,HOSPITAL,"20 - 29",F,8
TO,COVID,HOSPITAL,"20 - 29",M,5
TO,COVID,OUTROS_SERVICOS_SAUDE,"20 - 29",F,1
TO,INDETERMINADA,DOMICILIO,"20 - 29",F,1
TO,INDETERMINADA,HOSPITAL,"20 - 29",F,1
TO,INDETERMINADA,HOSPITAL,"20 - 29",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"20 - 29",M,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",F,3
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"20 - 29",M,6
TO,PNEUMONIA,DOMICILIO,"20 - 29",M,1
TO,PNEUMONIA,HOSPITAL,"20 - 29",F,3
TO,PNEUMONIA,HOSPITAL,"20 - 29",M,5
TO,SEPTICEMIA,HOSPITAL,"20 - 29",F,2
TO,SEPTICEMIA,HOSPITAL,"20 - 29",M,4
AC,OUTRAS,DOMICILIO,"30 - 39",F,10
AC,OUTRAS,DOMICILIO,"30 - 39",M,29
AC,OUTRAS,HOSPITAL,"30 - 39",F,18
AC,OUTRAS,HOSPITAL,"30 - 39",M,35
AC,OUTRAS,IGNORADO,"30 - 39",M,1
AC,OUTRAS,OUTRO,"30 - 39",F,3
AC,OUTRAS,OUTRO,"30 - 39",M,26
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
AC,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
AC,OUTRAS,VIA_PUBLICA,"30 - 39",M,18
AC,COVID,DOMICILIO,"30 - 39",M,1
AC,COVID,HOSPITAL,"30 - 39",F,14
AC,COVID,HOSPITAL,"30 - 39",M,17
AC,COVID,OUTRO,"30 - 39",M,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
AC,INDETERMINADA,DOMICILIO,"30 - 39",M,3
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
AC,PNEUMONIA,DOMICILIO,"30 - 39",M,1
AC,PNEUMONIA,HOSPITAL,"30 - 39",F,2
AC,PNEUMONIA,HOSPITAL,"30 - 39",M,10
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
AC,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
AC,SEPTICEMIA,HOSPITAL,"30 - 39",M,9
AC,SEPTICEMIA,OUTRO,"30 - 39",M,1
AC,SRAG,HOSPITAL,"30 - 39",F,1
AC,SRAG,HOSPITAL,"30 - 39",M,1
AL,OUTRAS,DOMICILIO,"30 - 39",F,26
AL,OUTRAS,DOMICILIO,"30 - 39",M,80
AL,OUTRAS,HOSPITAL,"30 - 39",F,70
AL,OUTRAS,HOSPITAL,"30 - 39",M,148
AL,OUTRAS,IGNORADO,"30 - 39",M,1
AL,OUTRAS,OUTRO,"30 - 39",F,3
AL,OUTRAS,OUTRO,"30 - 39",M,33
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
AL,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
AL,OUTRAS,VIA_PUBLICA,"30 - 39",M,70
AL,COVID,DOMICILIO,"30 - 39",F,1
AL,COVID,HOSPITAL,"30 - 39",F,32
AL,COVID,HOSPITAL,"30 - 39",M,32
AL,COVID,OUTRO,"30 - 39",M,1
AL,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
